latitude,longitude,gold_present,dist_to_faults_m,inv_dist_faults,fault_density,dist_to_dykes_m,inv_dist_dykes,dyke_density,structural_corridor,dist_to_etendeka_dykes_m,inv_dist_etendeka_dykes,dist_to_deposits_m,inv_dist_deposits,deposit_density,elevation_m,elevation_code,Au_ppb,As_ppm,Cu_ppm,Ag_ppm,log_Au_ppb,log_As_ppm,log_Cu_ppm,log_Ag_ppm,Au_ppb_anomaly,As_ppm_anomaly,slope_deg,aspect_deg
-29.65331483,13.00866047,0,352873.5176,2.83E-06,0,417515.5352,2.40E-06,0,6.79E-12,475047.6223,2.11E-06,557501.7088,1.79E-06,0,600,12,1.549159415,0.4707946318,7.910182631,0.4519173546,0.2172626384,-0.24352012,0.9036424181,-0.2581259497,-0.2354573975,-0.1447949656,9.9175647,208.5864435
-29.65331483,13.05866047,0,348132.3815,2.87E-06,0,412847.4993,2.42E-06,0,6.96E-12,472668.4017,2.12E-06,554005.1386,1.81E-06,0,600,12,0.9872508475,0.2507322165,10.03763551,0.8514050323,0.03632975488,-0.4550243401,1.005936673,-0.02163455579,-0.2530441887,-0.1527573692,17.95734604,238.2156195
-29.65331483,13.10866047,0,343415.4855,2.91E-06,0,408201.5412,2.45E-06,0,7.13E-12,470342.6383,2.13E-06,550542.3116,1.82E-06,0,600,12,3.721948541,0.2834892519,8.224240203,0.3712654445,0.5822848354,-0.4162468035,0.9203446036,-0.3267344037,-0.1674527594,-0.1515721385,12.89335632,298.0945083
-29.65331483,13.15866047,0,338723.8422,2.95E-06,0,403578.4234,2.48E-06,0,7.32E-12,468071.129,2.14E-06,547113.8685,1.83E-06,0,600,12,1.096338427,0.2282024988,14.96440898,0.7457881582,0.07785405266,-0.4838581167,1.177952098,-0.07273839965,-0.2496299313,-0.1535725503,7.577047086,139.4915589
-29.65331483,13.20866047,0,334058.5157,2.99E-06,0,398978.9398,2.51E-06,0,7.50E-12,465854.6675,2.15E-06,543720.4597,1.84E-06,0,600,12,0.6621231578,0.09702828051,7.898708087,1.831087755,-0.1179748417,-0.7054714328,0.9030198475,0.28580201,-0.2632201375,-0.1583187586,9.250757329,1.281066291
-29.65331483,13.25866047,0,329420.624,3.04E-06,0,394403.9173,2.54E-06,0,7.70E-12,463694.0432,2.16E-06,540362.7454,1.85E-06,0,600,12,11.77111641,3.624213166,91.38224846,1.347540423,1.074491564,0.5710345311,1.96133683,0.1606307003,0.08447263044,-0.03069646647,5.566216895,348.7895079
-29.65331483,13.30866047,0,324811.3424,3.08E-06,0,389854.2171,2.57E-06,0,7.90E-12,461590.0401,2.17E-06,537041.3949,1.86E-06,0,600,12,2.168907749,0.1431573034,2.558391443,0.332790994,0.3558168384,-0.6141126816,0.4246189303,-0.3637217851,-0.216060319,-0.1566496963,9.51515904,78.30577756
-29.65331483,13.35866047,0,320231.9062,3.12E-06,0,385330.736,2.60E-06,0,8.10E-12,459543.436,2.18E-06,533757.0872,1.87E-06,0,600,12,2.908182177,0.6273358814,3.675853419,1.107528924,0.4783041339,-0.138264987,0.5770151264,0.08189754238,-0.1929222752,-0.1391309151,6.886577349,169.5185673
-29.65331483,13.40866047,0,315683.6144,3.17E-06,0,380834.4085,2.63E-06,0,8.32E-12,457555.0011,2.19E-06,530503.8608,1.88E-06,0,600,12,0.6539344341,0.07144027678,3.858435199,0.9963694013,-0.1226664209,-0.7658871408,0.5975235398,0.03995690626,-0.2634764307,-0.159244596,10.24086596,87.78069493
-29.65331483,13.45866047,0,311167.8325,3.21E-06,0,376366.2077,2.66E-06,0,8.54E-12,455625.497,2.19E-06,525077.9921,1.90E-06,0,600,12,1.577146617,1.210018496,2.868909276,0.7749225612,0.2245710304,0.1172774274,0.4725969267,-0.0580303844,-0.2345814452,-0.1180480138,16.14300032,129.7510887
-29.65331483,13.50866047,0,306685.9968,3.26E-06,0,371927.1472,2.69E-06,0,8.77E-12,453755.6754,2.20E-06,519654.7452,1.92E-06,0,600,12,3.037159154,0.3854049404,40.93434412,0.5930132256,0.4965365518,-0.3138958078,1.613147496,-0.1592584772,-0.1888855132,-0.1478845763,6.121126945,133.0503473
-29.65331483,13.55866047,0,302239.6172,3.31E-06,0,367518.2831,2.72E-06,0,9.00E-12,451946.2771,2.21E-06,514234.2031,1.94E-06,0,600,12,0.8598532211,0.1453582708,7.449694231,0.3114391523,-0.01779517335,-0.6101992978,0.8779293627,-0.3856943834,-0.2570315197,-0.1565700598,11.94038541,138.0088676
-29.65331483,13.60866047,0,297830.282,3.36E-06,0,363140.7151,2.75E-06,0,9.25E-12,450198.0307,2.22E-06,508816.4522,1.97E-06,0,600,12,3.957838403,1.5724165,10.18906474,0.8133612132,0.6082947479,0.2233444437,1.0123759,-0.03935743508,-0.1600698043,-0.1049355557,5.804162186,238.0682525
-29.65331483,13.65866047,0,293459.6607,3.41E-06,0,358795.5888,2.79E-06,0,9.50E-12,448511.6512,2.23E-06,503401.5827,1.99E-06,0,600,12,1.490872188,0.2837773851,28.21988941,0.7773435795,0.2016352896,-0.4159206206,1.452091553,-0.05683029778,-0.2372816894,-0.1515617131,10.52365922,193.9672722
-29.65331483,13.70866047,0,289129.5092,3.46E-06,0,354484.0972,2.82E-06,0,9.76E-12,446887.8391,2.24E-06,497989.6885,2.01E-06,0,600,12,2.030549102,6.440124914,12.00858664,0.2575139397,0.3284915477,0.8155860433,1.083093454,-0.4467070201,-0.2203907115,0.07119020056,2.879455091,115.3182481
-29.65331483,13.75866047,0,284841.673,3.51E-06,0,350207.4824,2.86E-06,0,1.00E-11,445327.2787,2.25E-06,492580.8678,2.03E-06,0,600,12,1.489280903,1.13156045,6.885732364,1.146342893,0.2012006648,0.09045573348,0.844211943,0.09563754168,-0.237331494,-0.1208868204,1.862800889,170.1214405
-29.65331483,13.80866047,0,280598.0921,3.56E-06,0,345191.453,2.90E-06,0,1.03E-11,443830.6373,2.25E-06,487175.2228,2.05E-06,0,600,12,17.32721149,5.281836328,14.85299047,0.2777468138,1.241227902,0.7309304859,1.174728056,-0.4227991902,0.2583690435,0.0292804484,14.48401128,259.0967231
-29.65331483,13.85866047,0,276400.8049,3.62E-06,0,340126.7069,2.94E-06,0,1.06E-11,442398.5635,2.26E-06,481772.8606,2.08E-06,0,600,12,2.681839059,1.161129484,17.03542295,1.139658758,0.4443320006,0.1007596792,1.233894829,0.09330215303,-0.2000064334,-0.1198169394,5.257610344,128.7139904
-29.65331483,13.90866047,0,272251.9523,3.67E-06,0,335077.0047,2.98E-06,0,1.10E-11,441031.6865,2.27E-06,476373.8927,2.10E-06,0,600,12,0.9439227687,0.02682703711,9.838633279,0.751172888,0.01866836998,-0.8967881533,0.9973266661,-0.06998221819,-0.2544002845,-0.1608588136,14.0684124,7.759297676
-29.65331483,13.95866047,0,268153.7827,3.73E-06,0,330041.4996,3.03E-06,0,1.13E-11,439730.614,2.27E-06,470978.4359,2.12E-06,0,600,12,6.18758529,6.353838698,28.62071737,1.528388124,0.7984838893,0.8098181068,1.458195283,0.2117579263,-0.09028248424,0.06806815138,17.46108339,299.9988327
-29.65331483,14.00866047,0,264108.6553,3.79E-06,0,325022.7513,3.08E-06,0,1.16E-11,438495.932,2.28E-06,465586.6122,2.15E-06,0,600,12,0.8018420385,0.4008540366,11.38056017,0.2473056856,-0.04486952433,-0.3002888217,1.059963079,-0.459288107,-0.258847172,-0.1473255897,3.924611222,350.2167334
-29.65331483,14.05866047,0,260119.0447,3.84E-06,0,320021.548,3.12E-06,0,1.20E-11,437328.2026,2.29E-06,460198.5494,2.17E-06,0,600,12,3.3496759,0.9328553161,38.9499947,1.246008936,0.5377782947,0.01403948916,1.591620979,0.1290479432,-0.1791042657,-0.1280764647,13.0166028,138.1975651
-29.65331483,14.10866047,0,256187.5446,3.90E-06,0,315038.7255,3.17E-06,0,1.24E-11,436227.9636,2.29E-06,454814.3812,2.20E-06,0,600,12,0.383019214,0.2020921743,2.127998066,1.282896892,-0.3160355931,-0.519860525,0.3479148095,0.1407898005,-0.2719556206,-0.1545172865,5.08480521,279.3888739
-29.65331483,14.15866047,0,252316.8715,3.96E-06,0,310075.1699,3.23E-06,0,1.28E-11,435195.7269,2.30E-06,449434.2474,2.23E-06,0,600,12,0.7202290094,0.4293221364,33.87661713,0.4363066398,-0.08606487488,-0.2762799433,1.531180136,-0.2705868262,-0.2614015222,-0.1462955433,16.36279888,44.46710637
-29.65331483,14.20866047,0,248509.8675,4.02E-06,0,305131.8212,3.28E-06,0,1.32E-11,434231.9773,2.30E-06,444058.2948,2.25E-06,0,600,12,3.309712196,0.6539514161,51.20572564,0.8446757346,0.532717723,-0.1226566387,1.710165834,-0.02471724001,-0.1803550623,-0.1381678991,13.93475732,183.4628252
-29.65331483,14.25866047,0,244769.5036,4.09E-06,0,300209.6779,3.33E-06,0,1.36E-11,433337.1719,2.31E-06,438686.677,2.28E-06,0,600,12,5.688613697,2.492827691,62.82973024,0.428755188,0.7625745679,0.4137736563,1.79885587,-0.2767453584,-0.1058994542,-0.07163279737,11.29698624,326.5620156
-29.65331483,14.30866047,0,241098.8811,4.15E-06,0,295309.8002,3.39E-06,0,1.40E-11,432511.7386,2.31E-06,433319.5553,2.31E-06,0,600,12,3.226404248,2.759037499,10.15655178,0.4975053917,0.5219750266,0.4562198515,1.011001377,-0.2236581714,-0.1829624607,-0.06200066666,19.09711615,161.3673397
-29.65331483,14.35866047,0,237501.2339,4.21E-06,0,290433.315,3.44E-06,0,1.45E-11,431756.0752,2.32E-06,427957.0989,2.34E-06,0,600,12,2.421414122,1.143436869,5.861391472,0.5841134953,0.401644181,0.09462374056,0.775347642,-0.1648718423,-0.208157295,-0.1204571021,14.58943569,289.240995
-29.65331483,14.40866047,0,233979.928,4.27E-06,0,285581.4207,3.50E-06,0,1.50E-11,431070.5486,2.32E-06,422599.4852,2.37E-06,0,600,12,2.011531364,0.4681714898,10.28587815,0.3284189399,0.3245975366,-0.2455205625,1.016443223,-0.3681313378,-0.2209859347,-0.1448898774,10.17365305,182.5247403
-29.65331483,14.45866047,0,230538.4617,4.34E-06,0,280755.3921,3.56E-06,0,1.54E-11,430455.494,2.32E-06,417246.9009,2.40E-06,0,600,12,0.6196986358,0.2498031266,6.585638739,0.2617863525,-0.1428493205,-0.456176313,0.8251429056,-0.4415478198,-0.2645479535,-0.152790986,13.86173332,293.1085413
-29.65331483,14.50866047,0,227180.4634,4.40E-06,0,275956.5864,3.62E-06,0,1.60E-11,429911.2138,2.33E-06,411899.5421,2.43E-06,0,600,12,1.323335961,1.57961938,15.22964398,0.4547935201,0.153307422,0.225210877,1.185532069,-0.2558686201,-0.242525291,-0.1046749377,12.43046019,223.9639697
-29.65331483,14.55866047,0,223909.6884,4.47E-06,0,271186.4487,3.69E-06,0,1.65E-11,429437.9772,2.33E-06,406557.6148,2.46E-06,0,600,12,1.714911077,1.125386164,7.65750505,0.8035493552,0.2588553513,0.08827297246,0.889722067,-0.0440481197,-0.2302696498,-0.1211102214,8.375982547,115.6131526
-29.65331483,14.60866047,0,220730.0142,4.53E-06,0,266446.5187,3.75E-06,0,1.70E-11,429036.0191,2.33E-06,401221.3362,2.49E-06,0,600,12,7.823423341,0.7325996809,38.97943641,0.4687292162,0.8989128605,-0.07956375988,1.591948292,-0.245094461,-0.03908350995,-0.1353222099,13.41790444,106.68735
-29.65331483,14.65866047,0,217645.4337,4.59E-06,0,261738.4376,3.82E-06,0,1.76E-11,428705.5401,2.33E-06,395890.9345,2.53E-06,0,600,12,3.83288694,2.064919345,9.887277025,0.753195345,0.5947114618,0.3354417212,0.9994470964,-0.0689515227,-0.1639805745,-0.087115582,16.49445367,48.91952055
-29.65331483,14.70866047,0,214660.0462,4.66E-06,0,257063.9553,3.89E-06,0,1.81E-11,428446.7056,2.33E-06,390566.6505,2.56E-06,0,600,12,0.4662468074,0.2200076003,4.730702949,0.1861649194,-0.2469942336,-0.4948397069,0.6840103325,-0.5433836069,-0.2693507372,-0.153869062,7.843133018,250.1728152
-29.65331483,14.75866047,0,211778.0466,4.72E-06,0,252424.9383,3.96E-06,0,1.87E-11,428259.6455,2.34E-06,385248.7377,2.60E-06,0,600,12,3.758740656,3.607397351,23.05032956,0.7478228416,0.5864455908,0.5690691353,1.364557178,-0.07169488707,-0.1663012282,-0.03130490432,16.68938409,297.706499
-29.65331483,14.80866047,0,209003.7121,4.78E-06,0,247823.3783,4.04E-06,0,1.93E-11,428144.4539,2.34E-06,379937.4637,2.63E-06,0,600,12,1.849504415,0.5726539316,9.996691187,1.255147024,0.2899242231,-0.1722083151,1.004179073,0.1319864157,-0.2260571051,-0.1411094436,11.09655448,284.441433
-29.65331483,14.85866047,0,206341.3853,4.85E-06,0,243261.401,4.11E-06,0,1.99E-11,428101.1888,2.34E-06,374633.1109,2.67E-06,0,600,12,1.381373093,0.2860830208,4.564285139,0.6503183525,0.1706644522,-0.4133192974,0.668785092,-0.1247544308,-0.2407088266,-0.1514782895,1.593573975,141.7810939
-29.65331483,14.90866047,0,203795.456,4.91E-06,0,238741.2755,4.19E-06,0,2.06E-11,428129.872,2.34E-06,369335.9774,2.71E-06,0,600,12,5.011204417,0.3822427268,7.254936423,1.538829355,0.7085232505,-0.3167343137,0.866578923,0.2145337344,-0.1271012231,-0.147998993,5.476767634,219.0217114
-29.65331483,14.95866047,0,201370.3392,4.97E-06,0,234265.4242,4.27E-06,0,2.12E-11,428230.4891,2.34E-06,364046.3784,2.75E-06,0,600,12,7.621700614,1.140189161,43.16483893,0.9618057052,0.8877129591,0.0934879314,1.636135091,0.02604505454,-0.04539709138,-0.1205746122,12.32654534,341.9321256
-29.65331483,15.00866047,0,199070.4502,5.02E-06,0,229836.4339,4.35E-06,0,2.19E-11,428402.9893,2.33E-06,358764.6472,2.79E-06,0,600,12,6.898335283,6.91722552,26.05069832,1.105410886,0.8449947452,0.8461654341,1.417483291,0.08113510925,-0.06803720723,0.08845288307,12.79849933,355.6238423
-29.65331483,15.05866047,0,196900.1771,5.08E-06,0,225457.0663,4.44E-06,0,2.25E-11,428647.2858,2.33E-06,353491.1363,2.83E-06,0,600,12,1.174429475,0.4289255267,21.92545404,0.3550979824,0.1053158074,-0.2766054728,1.34292487,-0.3418950899,-0.2471858131,-0.1463098936,13.43742756,249.3656848
-29.65331483,15.10866047,0,194863.8508,5.13E-06,0,221130.2696,4.52E-06,0,2.32E-11,428963.2561,2.33E-06,348226.2194,2.87E-06,0,600,12,1.99528645,0.5410675615,23.54550359,0.9008259302,0.3212434045,-0.1930961982,1.373748568,0.0003585488671,-0.2214943731,-0.1422523168,8.869121896,86.71898236
-29.65331483,15.15866047,0,192965.7119,5.18E-06,0,216859.1905,4.61E-06,0,2.39E-11,429350.7419,2.33E-06,342970.2922,2.92E-06,0,600,12,3.785823496,4.144061219,10.3578721,0.5626205291,0.5894830699,0.6277816399,1.019443326,-0.1787351131,-0.165453581,-0.01188707531,21.58154441,335.9575438
-29.65331483,15.20866047,0,191209.8758,5.23E-06,0,212647.1864,4.70E-06,0,2.46E-11,429809.5497,2.33E-06,337723.7743,2.96E-06,0,600,12,7.210549249,6.423329894,40.06535833,0.5070075329,0.8639500071,0.814469342,1.603851646,-0.2168059193,-0.05826543624,0.0705825151,15.74258178,38.45935125
-29.65331483,15.25866047,0,189600.2959,5.27E-06,0,208497.8375,4.80E-06,0,2.53E-11,430339.4514,2.32E-06,332487.1113,3.01E-06,0,600,12,1.683417178,0.2416824203,11.47029721,0.589611986,0.2512529455,-0.4663773653,1.063344515,-0.1613951987,-0.2312553557,-0.1530848133,13.92784752,233.4690412
-29.65331483,15.30866047,0,188140.7261,5.32E-06,0,204414.9594,4.89E-06,0,2.60E-11,430940.1848,2.32E-06,327260.7762,3.06E-06,0,600,12,2.257687419,2.248192187,9.149638928,0.3103201679,0.372486226,0.3707336387,0.9661247798,-0.3868771362,-0.213281665,-0.08048431629,9.793058332,159.3637832
-29.65331483,15.35866047,0,186834.6821,5.35E-06,0,200402.6147,4.99E-06,0,2.67E-11,431611.4541,2.32E-06,322045.2717,3.11E-06,0,600,12,0.8991234147,0.05129679826,52.67856975,0.6865211748,-0.0003808631326,-0.8201702624,1.722457617,-0.1042895807,-0.2558024288,-0.159973437,1.379885593,358.5302678
-29.65331483,15.40866047,0,185685.4035,5.39E-06,0,196465.1251,5.09E-06,0,2.74E-11,432352.9308,2.31E-06,316841.1329,3.16E-06,0,600,12,0.8218424047,0.389897023,39.49112854,1.279123827,-0.03534331823,-0.3098951996,1.597597881,0.1396032619,-0.2582211942,-0.1477220416,19.14499809,8.079602888
-29.65331483,15.45866047,0,184695.8166,5.41E-06,0,192607.0813,5.19E-06,0,2.81E-11,433164.2543,2.31E-06,311648.9289,3.21E-06,0,600,12,6.125900845,2.58215232,27.77151075,0.7713743682,0.7942021998,0.4284834379,1.44516051,-0.05979521916,-0.09221310342,-0.06840081088,7.672589039,162.3405667
-29.65331483,15.50866047,0,183868.5,5.44E-06,0,188833.3528,5.30E-06,0,2.88E-11,434045.033,2.30E-06,306469.2665,3.26E-06,0,600,12,10.55120455,9.982274849,10.97432477,0.9291200505,1.027398725,1.003558532,1.044317256,0.01246603972,0.04629144496,0.1993539653,11.39298782,278.9770817
-29.65331483,15.55866047,0,182806.2258,5.47E-06,0,185149.0953,5.40E-06,0,2.95E-11,434994.8449,2.30E-06,301302.7925,3.32E-06,0,600,12,2.529419623,1.109368149,7.233083578,0.8762481683,0.4198598997,0.08255852663,0.8652866349,-0.01043976798,-0.2047769049,-0.1216897928,15.83442352,213.9254586
-29.65331483,15.60866047,0,178897.7427,5.59E-06,0,181559.7557,5.51E-06,0,3.08E-11,436013.2389,2.29E-06,296150.197,3.38E-06,0,600,12,7.415207047,1.739785384,11.77085083,1.267156404,0.8759409501,0.2647671643,1.074481848,0.1358182012,-0.05185999205,-0.09887973465,11.42337026,235.4390024
-29.65331483,15.65866047,0,175077.9641,5.71E-06,0,178071.0736,5.62E-06,0,3.21E-11,437099.7357,2.29E-06,291012.2173,3.44E-06,0,600,12,3.902572789,0.9909039694,25.27036904,0.8284775436,0.6023392385,0.03778652198,1.404326785,-0.03222859575,-0.1617995248,-0.1259761205,14.54497209,155.9175666
-29.65331483,15.70866047,0,171352.8222,5.84E-06,0,174689.0799,5.72E-06,0,3.34E-11,438253.8287,2.28E-06,285889.6414,3.50E-06,0,600,12,1.426009873,6.314940262,10.82722134,0.25512832,0.1835573434,0.8071926164,1.03850974,-0.4496146931,-0.2393117706,0.06666070952,3.945568011,239.1721324
-29.65331483,15.75866047,0,167728.6225,5.96E-06,0,171420.0893,5.83E-06,0,3.48E-11,439474.9855,2.28E-06,280783.3123,3.56E-06,0,600,12,3.901634647,1.269756459,10.26054332,1.4190657,0.6022374346,0.1366433569,1.015382531,0.1815765575,-0.1618288871,-0.1158865462,7.212876638,78.85370536
-29.65331483,15.80866047,0,164212.0488,6.09E-06,0,168270.6878,5.94E-06,0,3.62E-11,440762.6485,2.27E-06,275694.1329,3.63E-06,0,600,12,12.6547997,6.888830434,123.8987118,1.892260408,1.105673643,0.8444045036,2.093417173,0.2993461043,0.1121304284,0.08742547849,12.96317537,49.32906344
-29.65331483,15.85866047,0,160810.1618,6.22E-06,0,165247.7133,6.05E-06,0,3.76E-11,442116.2367,2.26E-06,270623.0706,3.70E-06,0,600,12,2.622620374,0.1041212977,7.65773655,0.3741769174,0.4349870902,-0.6901116793,0.889735027,-0.324059591,-0.2018598784,-0.1580621157,10.20817305,336.4817487
-29.65331483,15.90866047,0,157530.3916,6.35E-06,0,162358.2278,6.16E-06,0,3.91E-11,443535.1465,2.25E-06,265571.1633,3.77E-06,0,600,12,12.99602649,1.702462652,106.7676587,0.2748632844,1.117139545,0.2558662746,2.028846295,-0.426127094,0.1228102516,-0.1002301636,10.89986343,173.2110488
-29.65331483,15.95866047,0,154380.5215,6.48E-06,0,159609.4813,6.27E-06,0,4.06E-11,445018.7531,2.25E-06,260539.5252,3.84E-06,0,600,12,0.1979491491,0.09964035801,7.56981918,1.238927509,-0.5258578505,-0.69975166,0.8847851254,0.1267570645,-0.2777480017,-0.1582242472,4.242664741,136.2290457
-29.65331483,16.00866047,0,151368.6612,6.61E-06,0,157008.8656,6.37E-06,0,4.21E-11,446566.4117,2.24E-06,255529.3537,3.91E-06,0,600,12,6.183611614,0.3686782542,27.7583278,0.6199401089,0.7982093338,-0.3291251965,1.444955044,-0.1427036306,-0.0904068536,-0.1484897892,15.73215917,255.5950996
-29.65331483,16.05866047,0,148503.2078,6.73E-06,0,154563.8582,6.47E-06,0,4.36E-11,448177.4587,2.23E-06,250541.9367,3.99E-06,0,600,12,2.965504199,1.539157157,6.158311506,0.3531611091,0.4865019153,0.2146205942,0.7964571763,-0.343747369,-0.1911281926,-0.1061389612,11.75419895,336.8579045
-29.65331483,16.10866047,0,145792.7944,6.86E-06,0,152281.9544,6.57E-06,0,4.50E-11,449851.2131,2.22E-06,245578.6605,4.07E-06,0,600,12,2.015752651,0.2924844895,34.16860879,0.1490480403,0.3254648936,-0.4061775013,1.534896474,-0.6037168712,-0.2208538155,-0.1512466685,13.09699376,99.96758333
-29.65331483,16.15866047,0,143246.2217,6.98E-06,0,150170.5897,6.66E-06,0,4.65E-11,451586.9777,2.21E-06,240641.0187,4.16E-06,0,600,12,2.979515718,0.3174923773,55.79388049,0.5554349105,0.4884824251,-0.3793514496,1.747364262,-0.1834704305,-0.1906896556,-0.1503418211,8.159277988,261.6815007
-29.65331483,16.20866047,0,140872.3756,7.10E-06,0,148237.0514,6.75E-06,0,4.79E-11,453384.0401,2.21E-06,235730.6224,4.24E-06,0,600,12,0.3724811246,0.05384659523,4.916274391,0.5055393989,-0.3256155366,-0.8129121107,0.7003812844,-0.2178575946,-0.272285445,-0.1598811791,14.72760409,126.6624821
-29.65331483,16.25866047,0,138680.126,7.21E-06,0,146358.9267,6.83E-06,0,4.93E-11,455241.6746,2.20E-06,230849.21,4.33E-06,0,600,12,2.182188151,3.012155797,26.72912403,1.700354939,0.3583514461,0.4930613301,1.428606493,0.2553581344,-0.2156446648,-0.05284221919,4.834201195,186.2875471
