latitude,longitude,uranium_present,rock_type,rock_code,rock_favorability,is_intrusive,is_metamorphic,is_sedimentary,is_volcanic,clay_gridcode,clay_percent,soil_depth_code,soil_depth_class,dist_to_faults_m,inv_dist_faults,dist_to_dykes_m,inv_dist_dykes,dist_to_deposits_m,inv_dist_deposits,dist_to_rivers_m,inv_dist_rivers,structural_corridor
-29.84183474441845,15.515811120014126,0,No Data,ND,0.2,0,0,0,0,,,,,190226.27204692177,5.256869791800086e-06,194871.77585615948,5.131553115136643e-06,299494.8254520492,3.338944703121096e-06,162638.80367153155,6.148556364588381e-06,2.6975906555979447e-11
-29.84183474441845,15.615811120014126,0,No Data,ND,0.2,0,0,0,0,,,,,184343.7802755733,5.4246179279126865e-06,189523.84454596063,5.276353094475144e-06,290499.9912920198,3.4423290452553803e-06,157370.0884005214,6.3544073448543725e-06,2.862219959028745e-11
-29.84183474441845,15.715811120014125,0,No Data,ND,0.2,0,0,0,0,,,,,178796.91220039016,5.592906470178671e-06,184534.20559568005,5.419020163507542e-06,281552.342428876,3.551724839681535e-06,152539.12689750822,6.5556520788257925e-06,3.0308072934510006e-11
-29.84183474441845,15.815811120014125,0,No Data,ND,0.2,0,0,0,0,,,,,173617.85523437735,5.759743080036132e-06,179932.68473902292,5.557603077213736e-06,272656.52568974544,3.6676046167084017e-06,148188.7593624165,6.748104621415678e-06,3.201036586556933e-11
-29.84183474441845,15.915811120014125,0,No Data,ND,0.2,0,0,0,0,,,,,168840.481179844,5.922715158692757e-06,175749.79126490702,5.689874809682719e-06,263817.7888822084,3.7904805955518458e-06,144362.46823316326,6.926960208415659e-06,3.3699507786371906e-11
-29.84183474441845,16.015811120014124,0,No Data,ND,0.2,0,0,0,0,,,,,164499.81742516728,6.078997148174707e-06,171973.7491228082,5.814807145239061e-06,255042.07433827466,3.9209063119810765e-06,141102.9282071521,7.086974917749408e-06,3.534819605309416e-11
-29.84183474441845,16.115811120014122,0,No Data,ND,0.2,0,0,0,0,,,,,160631.30342661863,6.2253978724573805e-06,168502.34312699,5.9346003553553545e-06,246336.1289455017,4.059477368599334e-06,138450.2147463084,7.222760752459657e-06,3.6945248426114036e-11
-29.84183474441845,16.215811120014124,0,No Data,ND,0.2,0,0,0,0,,,,,157269.82309285077,6.3584584879397e-06,165530.76154901163,6.041136701755657e-06,237707.63370150904,4.2068307929265244e-06,136439.7739000837,7.329187393295682e-06,3.8412316938082306e-11
-29.84183474441845,16.315811120014125,0,No Data,ND,0.2,0,0,0,0,,,,,154448.53004580855,6.474606945734361e-06,163086.37072809858,6.131682640633242e-06,229165.35631939175,4.3636422730668575e-06,135100.33527952983,7.401851343148917e-06,3.97002350140828e-11
-29.84183474441845,16.415811120014123,0,No Data,ND,0.2,0,0,0,0,,,,,152197.51783812852,6.570366217781141e-06,161131.98696836198,6.206053886386077e-06,220719.33091813224,4.530620246174385e-06,134452.01399986766,7.437542456288739e-06,4.077604680084044e-11
-29.84183474441845,16.51581112001412,0,No Data,ND,0.2,0,0,0,0,,,,,150542.42636028168,6.642601568047165e-06,159704.72488142896,6.261516302827807e-06,212381.06930309083,4.70849541715736e-06,134504.86968207054,7.4346197854687286e-06,4.159275801151688e-11
-29.84183474441845,16.615811120014122,0,No Data,ND,0.2,0,0,0,0,,,,,149503.11035900895,6.688779309135169e-06,156884.77532917424,6.374064174408561e-06,204163.80868415302,4.898003757087343e-06,135258.15145585142,7.3932150929277415e-06,4.2634708564883724e-11
-29.84183474441845,16.715811120014124,0,No Data,ND,0.2,0,0,0,0,,,,,149092.51537555162,6.707199823420222e-06,150797.02921552255,6.631386399425597e-06,196082.80073402284,5.099860346732296e-06,136700.35705738296,7.315216333808824e-06,4.4478033687258624e-11
-29.84183474441845,16.81581112001412,0,No Data,ND,0.2,0,0,0,0,,,,,149315.90080269641,6.697165522618064e-06,145104.6186392973,6.8915319019161775e-06,188155.64639462737,5.314720575443643e-06,137341.88031433974,7.28104724257477e-06,4.6153729851535515e-11
-29.84183474441845,16.91581112001412,0,No Data,ND,0.2,0,0,0,0,,,,,143869.40695707433,6.950699738399735e-06,139855.8980884553,7.1501657313143755e-06,180402.67938100043,5.543124194756956e-06,133471.0427628598,7.49220570315765e-06,4.969865507816158e-11
-29.84183474441845,17.01581112001412,0,No Data,ND,0.2,0,0,0,0,,,,,138872.85158318267,7.200779618335997e-06,135102.6712276137,7.401723364831932e-06,172847.398276811,5.785416642383535e-06,130211.66623886774,7.679744443336693e-06,5.3298178746043114e-11
-29.84183474441845,17.115811120014122,0,No Data,ND,0.2,0,0,0,0,,,,,134393.86188489405,7.440760650927829e-06,130899.01717300128,7.639418401896546e-06,165516.94154090283,6.041641109661092e-06,127610.70809077789,7.836271569130943e-06,5.684308384080578e-11
-29.84183474441845,17.21581112001412,0,No Data,ND,0.2,0,0,0,0,,,,,130485.8422905693,7.663607935068202e-06,127299.49067306874,7.855429265926284e-06,158442.59038011756,6.311394469166775e-06,125231.95931680159,7.98511833829864e-06,6.020093005571965e-11
-29.84183474441845,17.315811120014118,0,No Data,ND,0.2,0,0,0,0,,,,,127201.53479491305,7.861478559466497e-06,124356.6708633379,8.041321400261217e-06,151660.26969298034,6.593641224449575e-06,122366.4178852006,8.172110005117158e-06,6.321667577793267e-11
-29.84183474441845,17.41581112001412,0,No Data,ND,0.2,0,0,0,0,,,,,124590.38781522548,8.02623694571124e-06,122118.16007406247,8.188723206035179e-06,145210.9954401549,6.8864834269984425e-06,120220.02062006955,8.318012896931447e-06,6.572463273448254e-11
-29.84183474441845,17.51581112001412,0,No Data,ND,0.2,0,0,0,0,,,,,120925.28910249755,8.269500432221122e-06,120623.30107637566,8.290203475391167e-06,139141.18664177292,7.186892948394866e-06,118831.86952146172,8.415180109905499e-06,6.855584122294831e-11
-29.84183474441845,17.61581112001412,0,No Data,ND,0.2,0,0,0,0,,,,,117279.80640361113,8.526544373838902e-06,119265.43350336148,8.384588778466453e-06,133502.72234109594,7.490427850730974e-06,115122.91106714387,8.686292801647163e-06,7.149156827598593e-11
-29.84183474441845,17.715811120014116,0,No Data,ND,0.2,0,0,0,0,,,,,113207.96837610546,8.833222441156577e-06,114973.27887530795,8.69759749556265e-06,128352.58298544923,7.790978457635769e-06,111865.85597476346,8.939198221728825e-06,7.682781338195123e-11
-29.84183474441845,17.815811120014118,0,No Data,ND,0.2,0,0,0,0,,,,,109789.2761524114,9.108274749321106e-06,111364.81967139083,8.979415793380037e-06,123751.88358772354,8.080619788476601e-06,108715.92175048526,9.198200095244479e-06,8.178698613449855e-11
-29.84183474441845,17.91581112001412,0,No Data,ND,0.2,0,0,0,0,,,,,107144.80796897049,9.333076290671128e-06,108508.44746037155,9.215787412107203e-06,119764.10434254575,8.349677524931248e-06,105891.78752217945,9.443513797297555e-06,8.601164699580317e-11
-29.84183474441845,18.015811120014117,0,No Data,ND,0.2,0,0,0,0,,,,,105333.06635684942,9.493604819282421e-06,106464.88490540966,9.392680114277515e-06,116452.38330946559,8.587127068198438e-06,103866.02058876096,9.627695050186181e-06,8.917039319888318e-11
-29.84183474441845,18.115811120014115,0,No Data,ND,0.2,0,0,0,0,,,,,104397.59748294852,9.578672741875967e-06,105281.6548319363,9.498240727271832e-06,113875.88417057274,8.781413429806617e-06,102722.70987121934,9.734850904953301e-06,9.098053955009487e-11
-29.84183474441845,18.215811120014116,0,No Data,ND,0.2,0,0,0,0,,,,,104362.15875960715,9.581925383299545e-06,104759.74932097229,9.545559825427935e-06,112085.49498270363,8.921681422497087e-06,102491.58548372913,9.756803336361846e-06,9.14648419890723e-11
-29.84183474441845,18.315811120014118,0,No Data,ND,0.2,0,0,0,0,,,,,105227.85643228756,9.50309671609401e-06,104927.03022849688,9.530341871684303e-06,111119.40426053808,8.999247317849505e-06,103178.97807141073,9.691802796351645e-06,9.056776054405634e-11
-29.84183474441845,18.415811120014116,0,No Data,ND,0.2,0,0,0,0,,,,,106973.01610175322,9.348064478095356e-06,105988.85594945773,9.43486516744451e-06,110999.32844235176,9.008982351969813e-06,104490.2037386507,9.570183558236737e-06,8.819772792740722e-11
-29.84183474441845,18.515811120014114,0,No Data,ND,0.2,0,0,0,0,,,,,109555.82163305386,9.127683562684652e-06,107568.0158198453,9.296357249143029e-06,111728.19249121922,8.950212363510905e-06,104863.25594878134,9.536137847470431e-06,8.485420725584713e-11
-29.84183474441845,18.615811120014115,0,No Data,ND,0.2,0,0,0,0,,,,,112467.0904805798,8.89141085019731e-06,108146.20717865195,9.246655795263089e-06,113289.8139342245,8.82684098801329e-06,105698.24236820122,9.460805750305379e-06,8.221581566604206e-11
-29.84183474441845,18.715811120014116,0,No Data,ND,0.2,0,0,0,0,,,,,111721.32589914018,8.95076245461245e-06,106109.3091985805,9.424154990713924e-06,115650.66817571936,8.646654352452707e-06,103659.29975561224,9.64689473556977e-06,8.435337265733072e-11
-29.84183474441845,18.815811120014114,0,No Data,ND,0.2,0,0,0,0,,,,,108978.63133164369,9.17602663709541e-06,103566.49932415335,9.6555387213717e-06,118697.95921120155,8.42467370097741e-06,100743.94387491373,9.926056450451878e-06,8.859948050281287e-11
-29.84183474441845,18.915811120014112,0,No Data,ND,0.2,0,0,0,0,,,,,106063.18740771581,9.428253064872426e-06,101864.65855168535,9.816851078350538e-06,120248.47501705728,8.316044621884219e-06,98545.18002665472,1.0147526770997319e-05,9.255575626685464e-11
-29.84183474441845,19.015811120014114,0,No Data,ND,0.2,0,0,0,0,,,,,103865.55161177942,9.627738521036939e-06,101062.83591280617,9.894736242376154e-06,122540.82957179844,8.160478780954468e-06,97272.09132732617,1.0280335356414008e-05,9.52639332762252e-11
-29.84183474441845,19.115811120014115,0,No Data,ND,0.2,0,0,0,0,,,,,102546.19545998429,9.751607496571835e-06,101192.93443405956,9.882015217538799e-06,125547.55943893088,7.965045592469886e-06,96897.2802507415,1.0320100598404042e-05,9.63655336765883e-11
-29.84183474441845,19.215811120014113,0,No Data,ND,0.2,0,0,0,0,,,,,102139.41836835313,9.7904435479563e-06,102251.65786173537,9.779696889172174e-06,129219.01802911542,7.738739053377034e-06,97483.27166508215,1.0258065049053338e-05,9.574757030956399e-11
-29.84183474441845,19.31581112001411,0,No Data,ND,0.2,0,0,0,0,,,,,102656.33472318106,9.741145167040752e-06,103638.88246254063,9.648795195820854e-06,133500.58396765467,7.490547829322267e-06,98905.11027238634,1.0110598801691938e-05,9.399031468953634e-11
-29.84183474441845,19.415811120014112,0,No Data,ND,0.2,0,0,0,0,,,,,104083.45280053961,9.60758281466236e-06,105493.7144021561,9.479147895390311e-06,138335.82829239586,7.228733030414348e-06,101039.34989005531,9.89703619482837e-06,9.107169841739483e-11
-29.84183474441845,19.515811120014114,0,No Data,ND,0.2,0,0,0,0,,,,,106384.41985898091,9.399784306209902e-06,108143.37860981678,9.246897646043946e-06,143669.06577809618,6.960392163699136e-06,103827.83261688166,9.631236091133791e-06,8.691884337441318e-11
-29.84183474441845,19.61581112001411,0,No Data,ND,0.2,0,0,0,0,,,,,109504.43527107572,9.131966806255284e-06,111581.23118396285,8.962000395487027e-06,149447.19532807177,6.69128187064942e-06,107317.61611234333,9.3180478487831e-06,8.184069012923425e-11
-29.84183474441845,19.71581112001411,0,No Data,ND,0.2,0,0,0,0,,,,,113376.16942454579,8.820117886833601e-06,115737.32041204754,8.640180680347139e-06,155620.87025202712,6.425832040062982e-06,111549.20220077675,8.964573620405654e-06,7.620741216420391e-11
-29.84183474441845,19.81581112001411,0,No Data,ND,0.2,0,0,0,0,,,,,117925.86967806946,8.479831634045038e-06,120537.63570675458,8.296095224047433e-06,162145.11391126295,6.1672770063873745e-06,116138.2838363968,8.610351011021222e-06,7.034949071992738e-11
-29.84183474441845,19.915811120014112,0,No Data,ND,0.2,0,0,0,0,,,,,123078.63505706216,8.12482097088101e-06,125908.77001339817,7.942195430057485e-06,168979.52018945146,5.917841884253027e-06,120799.04138676402,8.27814285922562e-06,6.452891598496637e-11
-29.84183474441845,20.01581112001411,0,No Data,ND,0.2,0,0,0,0,,,,,128762.34172987315,7.766185519616718e-06,131781.1957409941,7.588278480087014e-06,175242.60318764587,5.706342381748613e-06,126027.43037960546,7.934717563235041e-06,5.893197845087092e-11
-29.84183474441845,20.115811120014108,0,No Data,ND,0.2,0,0,0,0,,,,,134910.15134254892,7.412285715811064e-06,137918.5074990478,7.250605937719899e-06,177091.19405936703,5.646776275552652e-06,131768.9354301345,7.5889845186287446e-06,5.374356282313609e-11
-29.84183474441845,20.21581112001411,0,No Data,ND,0.2,0,0,0,0,,,,,141461.81241502584,7.068995610423637e-06,144401.7141611868,6.925077591573306e-06,179453.02498117383,5.572457904496196e-06,137959.75756131829,7.2484380172784876e-06,4.8953343096674796e-11
-29.84183474441845,20.31581112001411,0,No Data,ND,0.2,0,0,0,0,,,,,148364.07141423578,6.740130884364263e-06,151233.554137973,6.6122454997135685e-06,182308.34114907688,5.48518245799751e-06,144542.41875518704,6.918336432139456e-06,4.456740010761803e-11
-29.84183474441845,20.41581112001411,0,No Data,ND,0.2,0,0,0,0,,,,,155570.50246823777,6.427912465550462e-06,158287.28257722594,6.31758702361382e-06,185634.56489640474,5.386898790423361e-06,151466.07817884092,6.60209473915695e-06,4.060889638128711e-11
-29.84183474441845,20.515811120014106,0,No Data,ND,0.2,0,0,0,0,,,,,163041.0040913354,6.133388788816681e-06,164553.73696796023,6.077005247164084e-06,189407.08157676487,5.279605768007907e-06,158686.34014793995,6.301699928095882e-06,3.727263585253634e-11
-29.84183474441845,20.615811120014108,0,No Data,ND,0.2,0,0,0,0,,,,,170741.13926424048,5.856784999351568e-06,168542.30578107806,5.933193225122249e-06,193599.99633220048,5.1652626739797214e-06,166164.77174393792,6.018086574056923e-06,3.474943707915034e-11
-29.84183474441845,20.71581112001411,0,No Data,ND,0.2,0,0,0,0,,,,,178641.43236476247,5.597774206064e-06,172293.2105676544,5.804025548538859e-06,198186.82131061147,5.045718719682285e-06,172443.088168148,5.798981053064068e-06,3.2489624506947285e-11
-29.741834744418448,11.015811120014142,0,No Data,ND,0.2,0,0,0,0,,,,,497233.3358400835,2.0111241881767633e-06,556256.5221210433,1.7977284984604613e-06,687767.4173846645,1.453977784851825e-06,497830.1869728723,2.008713046044043e-06,3.615455267028527e-12
-29.741834744418448,11.115811120014142,0,No Data,ND,0.2,0,0,0,0,,,,,488922.82330856984,2.0453083943280862e-06,547394.2393619906,1.8268335712337158e-06,682615.2095508804,1.4649520272276258e-06,489095.85238108697,2.0445848202286844e-06,3.736438038284675e-12
-29.741834744418448,11.215811120014141,0,No Data,ND,0.2,0,0,0,0,,,,,480388.55966999324,2.081643907263423e-06,538564.6358179057,1.8567838968806949e-06,677569.9804668125,1.4758601369129623e-06,480402.56711465743,2.0815832113947045e-06,3.865162886046534e-12
-29.741834744418448,11.315811120014141,0,No Data,ND,0.2,0,0,0,0,,,,,471449.5435414726,2.121113261399882e-06,529769.2830226177,1.8876105966051452e-06,672634.0897758205,1.4866902057299531e-06,471752.53235770017,2.1197509534316847e-06,4.003835868818117e-12
-29.741834744418448,11.41581112001414,0,No Data,ND,0.2,0,0,0,0,,,,,462544.66514784197,2.1619487011739115e-06,521009.85365430696,1.9193458120615362e-06,667809.9152234701,1.497429852079266e-06,463148.10379490943,2.1591318903702716e-06,4.149527185490025e-12
-29.741834744418448,11.51581112001414,0,No Data,ND,0.2,0,0,0,0,,,,,453675.8671705312,2.2042120115948366e-06,512288.12906998844,1.9520226826116798e-06,663099.8493669467,1.5080662329941009e-06,454591.804003617,2.1997708524925164e-06,4.3026718439182395e-12
